domain	subset	idx	label	sentence1	sentence2	file
SMTeuroparl	2012train	720	4.6	Action is needed quickly, which is why we decided to include this item on the agenda.	There is urgency and therefore we decided to put this point at the order of business.	sts-mt
SMTeuroparl	2012train	370	5.0	Declarations must be followed by concrete steps to trace, freeze, seize and confiscate the proceeds of crime.	Statements must be matched by action to identify, freeze, seize and confiscate the proceeds of crime.	sts-mt
surprise.SMTnews	2012test	7	5.0	Iraq's future depends directly on the fate of Iraqi oil production.	The future of Iraq is linked to oil production of the country.	sts-mt
SMTeuroparl	2012train	409	4.8	Finally, I welcome the idea that we should review the implementation of the programme annually.	Finally, I welcome the idea of giving us an annual meeting in order to take stock of the implementation of the programme.	sts-mt
SMTeuroparl	2012test	19	5.0	Amendment No 7 proposes certain changes in the references to paragraphs.	Amendment No 7 proposes changes to certain paragraphs references.	sts-mt
surprise.SMTnews	2012test	190	2.5	"Only a month ago, Mubarak dismissed demands for constitutional reform as ""futile."""	"Only a month before,, the demands of constitutional reform in the five "".  "	sts-mt
SMTeuroparl	2012train	725	3.6	He will stand trial on 8 January on charges of having attended a meeting of the Tunisian opposition in France, which he denies.	It crosses the 8 January of this year. it is to have a Union of Tunisian opponents in France, which Moreover it.  	sts-mt
SMTeuroparl	2012test	23	5.0	Thank you, Commissioner.	Thank you, Commissioner.	sts-mt
surprise.SMTnews	2012test	29	4.75	Jobs, in particular, will help young people to create new lives through serious work.	Jobs, in particular, would help young people to forge new lives through serious jobs.	sts-mt
SMTeuroparl	2012train	462	4.6	I would urge the French Presidency to do their utmost to overcome this divide, because it is extremely destructive.	I appeal urgently to the French Presidency to do everything in its power to fill that gap particularly destructive.	sts-mt
SMTeuroparl	2012train	54	4.4	They will keep the pressure on, and they are strengthening their position with the revenue they are generating from delivering mail above 150 grams.	They continue to put pressure. The money they earn with distribution beyond the bounds of 150 grammes allows them to strengthen their position.	sts-mt
SMTeuroparl	2012test	120	4.5	Mr President, I rise in defence of the workers in the industry.	Mr President, I hold to the defence of workers in this sector.	sts-mt
SMTeuroparl	2012train	577	4.8	Firstly, simplification and clarification of the Treaties.	Initially, that of a simplification and a clarification of the Treaties.	sts-mt
postediting	2016	1385	2.0	Since its creation, on 28 September 1998, Héma-Quebec has applied the precautionary principle.	"This episode has shown that the precautionary principle that has been applied, made sense. """	sts-mt
SMTeuroparl	2012train	465	4.4	In Nigeria, Chevron has been accused by the All-Ijaw indigenous people of instigating violence against them and actually paying Nigerian soldiers to shoot protesters at the Warri naval base.	In Nigeria, the indigenous people all ijaw Chevron have accused of encouraging the violence against them and to go up to pay Nigerian soldiers to draw on the demonstrators at the naval base of Warri.	sts-mt
surprise.SMTnews	2012test	81	5.0	Yet a process of de-institutionalization of religious experience is also taking place within Islam.	However, a process of de-institutionalisation religious experience is also happening within Islam.	sts-mt
postediting	2016	2597	2.0	For many, the main advantage of mobile phones that play music is their prices.	In the case of mobile cheap, do they will play music for a few hours.	sts-mt
surprise.SMTnews	2012test	113	4.5	This tendency extends deeper than headscarves.	This trend goes well beyond simple scarves.	sts-mt
SMTeuroparl	2012train	536	4.4	Mr President, we took a great deal of care over preparing the Karamanou report in the Committee on Citizens' Freedoms and Rights, Justice and Home Affairs.	Mr. President, the Committee on Citizens and of the rights of citizens, justice and the businesses interiors prepared with much care the Karamanou report/ratio.	sts-mt
SMTeuroparl	2012train	94	3.2	It is unlikely that the planned protection of the universal provision of services by means of a compensatory fund, as a result of which private profits are ploughed back into public services, will last.	The safeguarding of universal service to a compensation fund which would engage in private profits for the benefit of the public service will probably long.	sts-mt
SMTeuroparl	2012train	596	4.8	Slovakia has not been condemned to the second division and it is logical that it should like to join together with the Czech Republic.	Slovakia is not doomed to remain in the second group, and it is logical that it wants to join the Union at the same time as the Czech Republic.	sts-mt
surprise.SMTnews	2012test	20	5.0	Iraq's future depends directly on the fate of Iraqi oil production.	The future of Iraq is related to the oil production of the country.	sts-mt
SMTeuroparl	2012train	332	4.0	There has been a budget heading for the funding of mine clearance and prevention programmes for many years now.	A budget line financing demining and prevention programmes for years.	sts-mt
SMTeuroparl	2012train	158	4.4	While withdrawing the resolution, however, I express the conviction that this Parliament would have made its voice heard better if, in anticipation of the Council of Nice, it had devoted a specific and separate resolution to these important and difficult topics of the Intergovernmental Conference, instead of dealing with them in a single resolution that also embraces all the other points on the Council agenda.	By withdrawing our resolution, I express however the conviction that our Parliament would have better done to hear its voice while devoting, for Conseil of Nice, a resolution specific and distinct with the so important and so difficult topics to the intergovernmental Conference, rather than to treat them within the framework of one only resolution also including all the other points of about an agenda of the Council.	sts-mt
